-40.671276 175.990997 622.00 NZ.TRMS
-43.570899 172.693310 366.72 NZ.TROB
-41.298700 174.773900 270.00 NZ.TRTS
-39.298816 175.547822 603.00 NZ.TRVZ
-40.849423 172.821101 380.00 NZ.TSFS
-40.058553 175.961124 800.00 NZ.TSZ
-38.986291 175.815036 263.00 NZ.TTHS
-35.339980 174.304150 359.77 NZ.TTTZ
-38.807000 177.150433 327.00 NZ.TUDS
-38.864117 175.248310 590.00 NZ.TUHS
-41.429389 173.942893 1000.00 NZ.TUWZ
-45.953975 169.631143 745.00 NZ.TUZ
-44.254589 170.098339 247.00 NZ.TWAS
-41.126815 175.040938 390.00 NZ.UHCS
-41.126370 175.065090 481.00 NZ.UHSS
-38.259249 177.110894 800.00 NZ.URZ
-39.124341 174.758453 673.00 NZ.VRZ
-41.292335 174.767259 268.61 NZ.VUWB
-41.279854 174.778399 286.00 NZ.VUWS
-38.632464 176.093701 674.00 NZ.WAIS
-42.963103 172.705240 300.00 NZ.WAKC
-39.772728 176.251679 418.00 NZ.WAKS
-41.231220 174.931020 1000.00 NZ.WANS
-39.754644 174.985533 690.00 NZ.WAZ
-41.755661 171.599812 215.00 NZ.WBCS
-40.400881 176.311147 800.00 NZ.WBFS
-35.714958 174.316940 800.00 NZ.WBHS
-39.933638 175.047993 295.00 NZ.WCDS
-43.457750 171.863460 300.00 NZ.WCSS
-35.938642 174.345043 560.00 NZ.WCZ
-41.257397 174.948466 120.00 NZ.WDAS
-41.827399 174.138424 269.00 NZ.WDFS
-40.338219 175.869802 294.00 NZ.WDPS
-41.284048 174.768184 687.00 NZ.WEL
-41.274287 174.779264 265.00 NZ.WEMS
-39.035191 177.420807 155.00 NZ.WFSS
-43.314319 170.326848 271.00 NZ.WHAS
-43.261164 170.359029 235.00 NZ.WHFS
-41.308301 174.779271 383.66 NZ.WHSB
-39.282500 175.588600 675.00 NZ.WHVZ
-45.892428 167.947031 734.00 NZ.WHZ
-42.701187 172.800303 478.00 NZ.WIGC
-37.526516 177.189408 364.00 NZ.WIZ
-37.961453 176.985474 206.00 NZ.WKHS
-44.827021 169.017562 1000.00 NZ.WKZ
-37.819100 178.414900 625.00 NZ.WMGZ
-41.326409 174.809034 229.00 NZ.WNAS
-41.300778 174.775514 493.00 NZ.WNHS
-41.284818 174.742054 369.00 NZ.WNKS
-44.694588 169.142964 345.00 NZ.WNPS
-39.943862 176.584322 298.00 NZ.WPWS
-39.486792 176.893193 207.52 NZ.WQAB
-41.595477 173.586376 622.00 NZ.WRAS
-40.950352 175.647817 500.00 NZ.WRCS
-43.837332 171.611012 500.00 NZ.WSFC
-37.518110 177.177805 1000.00 NZ.WSRZ
-36.932400 174.573400 1000.00 NZ.WTAZ
-42.619455 173.053596 504.00 NZ.WTMC
-41.295430 174.781260 230.00 NZ.WTYS
-41.620232 173.350905 294.00 NZ.WVFS
-43.074350 170.736754 1000.00 NZ.WVZ
